C,H,N,O,S,VM,Ash,FC,Cel,Hem,Lig,Plantcapacity(kg/hr,MSP,Location_China,Location_UK,Location_US
49.484905,6.057431,1.7070307,42.12473,0.21738777,75.37281,9.563737,15.569283,35.650993,26.327374,21.267544,37767.53,0.75386643,0.0,0.0,1.0
49.525005,6.12396,1.1503019,42.60551,0.14779936,76.54278,7.0580764,16.387468,36.296158,25.072481,20.723196,37643.125,0.74295866,1.0,0.0,0.0
49.762455,6.8907204,2.5540035,41.417007,0.44013414,74.435455,12.665883,15.211565,31.798855,29.368053,23.229893,37773.895,0.8708789,0.0,0.0,1.0
49.78827,6.5276656,1.8096219,42.00048,0.26078326,75.296844,10.201612,15.830463,33.997837,27.205486,22.708817,37587.64,0.80711913,0.0,0.0,1.0
49.815346,6.9211283,2.5576336,41.396294,0.43497348,74.59675,12.792799,15.115682,31.693937,29.19943,23.52575,37692.617,0.87234944,0.0,0.0,1.0
49.64054,6.6202426,2.320747,41.828518,0.36796442,75.21731,9.119578,15.668194,33.365074,27.554659,22.686125,37201.906,0.83192676,0.0,0.0,1.0
50.015205,6.5286117,2.145535,41.569324,0.36981624,75.51416,8.011137,15.431565,33.21559,27.339119,22.959696,37208.266,0.8041203,0.0,1.0,0.0
49.72765,6.910035,2.472429,41.511005,0.42244866,74.9621,11.986779,15.114928,31.600761,29.117554,23.814802,37587.74,0.87324303,0.0,0.0,1.0
50.083324,6.532846,2.1990411,41.56021,0.3725002,75.36822,7.953894,15.437811,33.301285,27.345127,23.007238,37181.19,0.8036281,0.0,1.0,0.0
48.999756,6.1705823,1.6910588,42.56009,0.24482633,76.2781,6.411562,16.719227,34.489468,24.839449,21.183262,36791.72,0.7907336,0.0,1.0,0.0
49.424164,6.324684,1.4170171,42.305603,0.19947144,75.95646,8.21851,16.243145,34.847206,25.84273,21.353083,37712.973,0.7688406,1.0,0.0,0.0
49.63286,6.2039585,1.5332716,42.069855,0.25391352,76.46975,5.3909645,15.647475,34.51448,25.67183,21.208202,37010.09,0.7411089,0.0,1.0,0.0
49.77962,6.8734374,2.4329083,41.515194,0.39653218,74.581985,13.171362,15.329677,32.268307,28.973179,23.672668,37702.21,0.8587145,0.0,0.0,1.0
49.439983,6.4737873,1.7212919,41.81483,0.29748017,75.96108,7.7945,15.684293,32.952736,27.041443,21.927078,37429.477,0.80804646,0.0,1.0,0.0
49.849506,6.6197066,2.2166154,41.66531,0.31769478,74.991005,12.147465,15.417894,33.671978,28.36858,23.022282,37868.33,0.830977,0.0,0.0,1.0
49.81586,6.7663827,2.1473923,41.708576,0.33763498,74.75801,11.82042,15.581353,32.792686,28.191395,23.495724,37626.164,0.8384305,0.0,0.0,1.0
49.779552,6.8427606,2.2785153,41.628956,0.36960462,74.64957,12.487632,15.446203,32.445023,28.589458,23.68149,37582.76,0.8496873,0.0,0.0,1.0
49.84024,6.813816,2.3943508,41.513832,0.37562287,74.53122,13.113807,15.3967905,32.740814,28.80757,23.607155,37825.383,0.8537153,0.0,0.0,1.0
49.501713,6.140895,1.1714567,42.57896,0.1519299,76.4948,7.144897,16.37959,36.154476,25.1291,20.76692,37655.285,0.7449896,1.0,0.0,0.0
49.62954,6.239177,1.8841975,42.01556,0.24907008,75.433304,10.438354,15.535589,35.121563,27.111174,21.926674,37894.125,0.7810953,0.0,0.0,1.0
49.40476,6.0939045,1.3027356,42.27642,0.21115468,76.925,4.5396013,15.809924,34.94925,24.95605,20.35632,37064.336,0.720993,0.0,1.0,0.0
49.831448,6.5823774,2.2095563,41.71198,0.31449774,75.11572,12.105733,15.387105,33.86786,28.344967,22.927675,37912.914,0.8290822,0.0,0.0,1.0
49.853687,6.8988748,2.5729792,41.393723,0.44817567,74.3782,12.0263195,15.268182,31.828856,29.077745,23.40673,37604.93,0.87298054,0.0,0.0,1.0
49.146824,6.1833315,1.1763878,42.574013,0.16250148,76.3785,6.89032,16.519308,35.420094,24.691843,20.339203,37920.777,0.7391464,1.0,0.0,0.0
48.997105,6.0020514,1.6456692,42.477345,0.21325397,75.13618,7.9291453,16.421606,33.75874,25.917599,21.027418,37313.91,0.7485987,0.0,1.0,0.0
49.075993,5.897652,0.9313902,42.569397,0.14605018,77.68365,3.1121354,16.231028,35.829395,23.37893,18.530788,37375.867,0.6782126,0.0,1.0,0.0
49.59116,6.728337,2.441663,41.709698,0.40395418,74.70932,10.68417,15.687204,32.579716,28.341097,22.816893,37389.94,0.8524749,0.0,0.0,1.0
49.741722,6.8859634,2.4730618,41.490055,0.40801746,74.65307,13.190506,15.245584,32.058895,29.094814,23.620974,37703.39,0.8622857,0.0,0.0,1.0
49.727486,6.832181,2.5376415,41.530487,0.4334087,74.24443,11.26971,15.466414,32.26787,28.746943,23.133316,37481.754,0.86178446,0.0,0.0,1.0
49.385612,5.830133,1.3812848,42.42906,0.15863407,75.8595,7.844775,15.734099,36.932224,25.012774,20.272345,37696.492,0.7088565,0.0,0.0,1.0
49.732773,6.6374054,2.3215828,41.758778,0.37092674,75.079315,8.957757,15.610066,33.390713,27.494446,22.757002,37179.56,0.83000183,0.0,0.0,1.0
49.388706,6.516674,1.749399,41.8184,0.30186936,75.764534,8.359871,15.743845,32.744015,27.190025,22.17254,37528.934,0.81559193,0.0,1.0,0.0
48.89102,6.100425,1.0712541,42.488083,0.17449874,76.667244,5.2039285,16.484007,34.319798,24.255056,20.055065,37913.453,0.74263674,1.0,0.0,0.0
49.575737,6.310592,2.037806,41.93081,0.29240426,74.81039,11.155457,15.4531975,33.907578,27.556305,22.124817,37851.22,0.7998851,0.0,0.0,1.0
48.370182,5.816127,0.6268216,43.387386,0.08546283,77.47965,3.6713624,17.628485,36.397312,21.692797,17.821182,38491.945,0.670381,1.0,0.0,0.0
49.692257,6.850587,2.551956,41.525085,0.4400719,74.21613,11.7303,15.44597,32.090492,28.996004,23.173727,37576.605,0.86717045,0.0,0.0,1.0
49.727646,6.83645,2.354823,41.52495,0.40956652,75.131294,11.10373,15.193572,31.786942,28.78191,23.599482,37502.855,0.864775,0.0,0.0,1.0
49.759026,6.652309,2.3577616,41.642185,0.37071052,74.551796,12.953634,15.376857,33.06204,28.780891,22.916801,38035.113,0.84796214,0.0,0.0,1.0
49.79246,6.4683337,1.8876624,41.93162,0.25850564,75.26813,10.6057,15.696597,34.419556,27.487488,22.54884,37733.21,0.8080696,0.0,0.0,1.0
49.742153,6.7814727,2.4641604,41.554306,0.4051343,74.4185,13.400246,15.325211,32.482704,29.203861,23.18319,38017.254,0.85977906,0.0,0.0,1.0
49.48378,6.167673,1.2066789,42.53651,0.15858336,76.41401,7.3001847,16.361156,35.94968,25.236506,20.855026,37665.46,0.74855685,1.0,0.0,0.0
50.142033,6.5539327,2.2196698,41.72339,0.37034577,75.080536,7.84403,15.513163,33.409035,27.320393,22.846514,37043.17,0.80852187,0.0,1.0,0.0
49.766212,6.661508,2.3445034,41.70864,0.3780886,74.96829,9.121795,15.589661,33.280605,27.594257,22.822432,37192.965,0.83232415,0.0,0.0,1.0
49.81412,6.923994,2.5528302,41.40416,0.4334483,74.61714,12.7980175,15.116812,31.681183,29.185165,23.561329,37681.992,0.87214875,0.0,0.0,1.0
49.499504,6.360455,2.085143,41.99483,0.3127459,74.60948,11.179903,15.648198,33.36601,27.779,22.299395,37815.242,0.8074758,0.0,0.0,1.0
49.769703,6.609184,2.307195,41.677788,0.34098297,74.93455,12.664976,15.312964,33.54281,28.623024,22.9772,37945.676,0.8371708,0.0,0.0,1.0
49.582848,6.106889,1.4114418,42.18572,0.22911456,76.70854,4.6871367,15.691142,35.003544,25.122646,20.829504,36984.594,0.71990746,0.0,1.0,0.0
49.36302,6.16605,1.8974249,42.245163,0.26286563,74.869026,9.911146,15.733605,33.879745,27.024918,21.837875,37634.195,0.77722734,0.0,0.0,1.0
50.080765,6.7329383,2.4232936,41.55346,0.41178218,74.64121,9.477628,15.390422,32.666553,28.033957,23.324041,37137.027,0.840396,0.0,0.0,1.0
49.61621,6.4501305,1.7845961,41.79939,0.3068701,76.05479,7.3234854,15.630117,33.341522,27.001596,21.956144,37125.145,0.7958249,0.0,1.0,0.0
49.60112,6.8390346,2.3157353,41.561512,0.39218026,75.09504,11.537435,15.263929,31.88815,28.834476,23.58353,37541.938,0.86108917,0.0,0.0,1.0
49.75573,6.845804,2.545625,41.50048,0.43707156,74.21966,11.340014,15.419291,32.22921,28.786186,23.212898,37491.418,0.86343735,0.0,0.0,1.0
48.74344,5.987481,1.4317294,42.702656,0.20074467,76.376366,5.6461015,17.314283,34.42272,23.588413,20.69845,36716.05,0.76914114,0.0,1.0,0.0
49.38155,5.9628973,1.6174984,42.280655,0.19853845,75.4159,8.9297,15.596308,35.75767,25.889002,21.026278,37656.465,0.73739886,0.0,0.0,1.0
49.77415,6.2697654,1.5435133,42.245846,0.1994472,75.81183,9.078522,15.932165,35.57504,26.575766,21.82528,37691.41,0.7793318,0.0,0.0,1.0
49.503365,6.5952888,2.2735925,41.804413,0.37471527,74.17984,11.904061,15.905345,32.397377,28.576591,22.68017,37963.95,0.83859116,0.0,0.0,1.0
49.581287,6.182679,1.8398563,42.028244,0.24286124,75.332886,10.241072,15.536825,35.21821,26.909594,21.723967,37853.668,0.7738031,0.0,0.0,1.0
49.800873,6.4615316,2.0064251,41.860703,0.27056953,75.30756,11.129964,15.544386,34.471684,27.832935,22.475105,37893.258,0.81011367,0.0,0.0,1.0
49.772724,6.908944,2.5327303,41.417343,0.42670643,74.604385,12.978186,15.151246,31.78531,29.201689,23.548008,37705.69,0.86934894,0.0,0.0,1.0
49.74183,6.8224087,2.524771,41.532017,0.42951617,74.30374,11.094434,15.483906,32.34121,28.624643,23.085152,37440.715,0.85913384,0.0,0.0,1.0
49.394253,6.6557775,2.3301685,41.675453,0.389476,74.42561,11.717453,15.822715,32.19153,28.749178,22.544508,37761.004,0.84752077,0.0,0.0,1.0
50.04896,5.9480467,1.37791,42.217472,0.21782486,76.851,3.4957504,15.740486,36.44105,24.028297,20.769333,37039.58,0.68821573,0.0,1.0,0.0
49.98075,6.2861557,1.8551261,42.154137,0.27389178,76.0366,5.406038,15.833215,35.403065,25.535194,22.329193,36620.21,0.77474684,0.0,1.0,0.0
49.56647,6.3227158,2.0524142,41.937946,0.29681593,74.78266,11.21481,15.465534,33.789772,27.607258,22.166039,37850.875,0.8021826,0.0,0.0,1.0
49.607845,5.776108,0.88272405,43.087795,0.08560365,77.32164,5.733849,16.30454,39.101738,24.35051,19.478909,37790.6,0.6848394,0.0,0.0,1.0
49.204414,5.973071,1.0670295,42.448097,0.17015068,77.37097,3.635663,16.064106,35.46023,24.007086,19.255001,37263.86,0.6956942,0.0,1.0,0.0
49.76804,6.7083273,2.4083622,41.620884,0.38560256,74.450966,13.191538,15.367656,32.851856,28.983963,23.020277,38069.742,0.85447687,0.0,0.0,1.0
49.221066,6.3867188,2.040365,41.96807,0.31808963,74.36765,10.337312,16.195053,32.692066,27.591747,22.10783,37734.914,0.81102484,0.0,1.0,0.0
50.109818,6.6129003,2.284138,41.68249,0.38290432,74.949455,8.34928,15.500785,33.221054,27.544626,23.060646,37045.293,0.8198802,0.0,1.0,0.0
48.83867,6.0519834,0.95065004,42.826576,0.13533318,76.61613,5.560941,17.020782,35.454163,23.54792,19.511019,38193.95,0.7165772,1.0,0.0,0.0
49.397022,5.7017784,1.1069005,42.737713,0.11714523,76.53901,6.4871173,15.987738,38.30978,23.98131,19.448874,37830.18,0.6748468,0.0,0.0,1.0
49.77817,6.93082,2.4885297,41.462215,0.41795343,74.77161,12.764437,15.161653,31.758934,29.076971,23.843008,37623.85,0.8695581,0.0,0.0,1.0
49.510357,6.3592763,2.0853534,41.98214,0.31177974,74.62729,11.211612,15.61947,33.403034,27.772217,22.300482,37822.434,0.8075265,0.0,0.0,1.0
49.76807,5.8841667,1.2301598,42.341988,0.19177273,77.24559,3.2055347,15.822549,36.42314,23.805035,20.477274,37002.01,0.66931814,0.0,1.0,0.0
49.957474,6.097231,1.6086837,42.479557,0.22218387,76.7552,4.0007787,16.030485,36.620277,24.468063,21.821743,36393.184,0.7386819,0.0,1.0,0.0
49.74993,6.9163365,2.4431431,41.48164,0.40770733,74.80599,12.658747,15.1895075,31.900787,29.016075,23.856075,37602.887,0.86553305,0.0,0.0,1.0
49.418594,6.082296,1.790172,42.20821,0.2355589,75.07105,9.675951,15.53479,34.728603,26.60725,21.600964,37684.684,0.7620273,0.0,0.0,1.0
50.0702,6.040049,1.519423,42.41705,0.21678758,76.765205,3.6375597,16.14602,36.74879,24.215733,21.185972,36508.223,0.7198498,0.0,1.0,0.0
49.65854,6.5471253,1.7838233,41.98078,0.2641825,75.32507,10.007428,15.90898,33.750977,27.06474,22.502232,37639.633,0.80499923,1.0,0.0,0.0
49.85394,6.665501,2.1852906,41.58603,0.38143906,75.505486,9.212287,15.425588,32.574368,27.978207,23.071611,37206.65,0.83309805,0.0,1.0,0.0
50.081287,6.493815,2.1469693,41.580276,0.36455336,75.4727,7.6183157,15.464054,33.497303,27.161053,22.931753,37193.992,0.79605865,0.0,1.0,0.0
49.998634,6.788049,2.4299765,41.46455,0.42593288,75.13197,10.399283,15.2359495,32.130016,28.413965,23.556284,37350.94,0.8534345,0.0,0.0,1.0
49.37598,6.4663696,1.6871922,41.84851,0.29070148,75.93669,7.8415356,15.744753,32.927452,26.953714,21.915949,37512.332,0.80789506,0.0,1.0,0.0
49.003822,6.157643,1.6884829,42.165375,0.25079122,75.401855,7.721429,16.869547,33.304947,25.394356,21.252413,37191.71,0.78712904,0.0,1.0,0.0
49.38316,5.903828,1.318471,43.23176,0.14939483,78.12021,2.842202,16.204111,38.4295,22.626135,20.560232,36122.875,0.713365,0.0,1.0,0.0
49.769997,6.1895304,1.390817,42.399525,0.1757265,76.06885,8.378019,16.056726,36.073063,26.121944,21.50913,37655.305,0.7660878,0.0,0.0,1.0
49.880325,6.1284065,1.5845437,41.98715,0.26030982,76.39798,4.8664107,15.713042,34.954075,25.417145,21.598698,37040.496,0.7240026,0.0,1.0,0.0
49.60376,6.8355374,2.5302894,41.545662,0.43252772,74.55225,12.837739,15.417334,31.885054,29.552427,22.882915,37869.848,0.8624177,0.0,0.0,1.0
49.775116,6.2197895,1.374113,42.41354,0.17837101,76.03234,8.279011,16.121523,35.839226,26.007153,21.648882,37576.95,0.76720273,0.0,0.0,1.0
50.066616,6.786446,2.473323,41.479233,0.42940125,74.789536,10.250455,15.2411375,32.25455,28.317959,23.447975,37264.656,0.8503496,0.0,0.0,1.0
50.061592,6.848485,2.530573,41.41448,0.4419079,74.7206,10.913265,15.218984,31.996855,28.541351,23.562351,37352.43,0.86278015,0.0,0.0,1.0
49.27315,6.5239305,2.1639564,41.776302,0.35429165,74.57666,10.587026,16.11991,32.494976,27.788395,22.244118,37514.055,0.83000505,0.0,0.0,1.0
49.13864,6.3584456,1.940131,42.14465,0.30936766,75.43822,8.532148,16.497183,33.265297,26.198141,21.84963,37072.645,0.818886,0.0,0.0,1.0
49.8377,6.591899,2.2426872,41.761806,0.35664538,75.102486,8.304845,15.627905,33.71271,27.201954,22.77142,37047.996,0.822421,0.0,0.0,1.0
50.01663,6.4262514,2.0287194,41.92336,0.31655872,75.54183,6.559294,15.73815,34.522827,26.318605,22.626019,36797.457,0.79654115,0.0,1.0,0.0
49.489452,5.994753,1.5898906,42.244633,0.19671799,75.64024,8.980715,15.665992,36.16561,25.951803,21.010685,37820.207,0.7408827,0.0,0.0,1.0
49.810917,6.5320687,1.9328843,41.881668,0.27314115,75.15227,10.810843,15.688694,34.043293,27.57869,22.786072,37689.09,0.81445473,0.0,0.0,1.0
49.762554,6.931047,2.4824607,41.46588,0.41697267,74.798355,12.640488,15.147551,31.765686,29.083204,23.866983,37624.305,0.86966234,0.0,0.0,1.0
48.809032,6.0589523,0.9608442,42.850502,0.13947761,76.54414,5.5651546,17.007753,35.187065,23.646894,19.641888,38183.348,0.7199862,1.0,0.0,0.0
49.678913,6.3747106,2.0684428,41.83886,0.28779447,75.117035,11.415491,15.394739,34.400394,27.77452,22.370619,37877.08,0.8039224,0.0,0.0,1.0
49.625584,6.367209,2.0933073,41.850517,0.30407038,74.7902,11.494006,15.43178,33.824352,27.75832,22.23048,37885.34,0.80797243,0.0,0.0,1.0
49.506744,6.661467,2.3404765,41.724472,0.39041355,74.28485,12.131243,15.801975,32.21005,28.875605,22.647003,37913.395,0.8467279,0.0,0.0,1.0
49.67099,6.838982,2.2722447,41.621956,0.37360558,74.932846,12.107662,15.338587,32.239212,28.628222,23.615517,37578.73,0.8502758,0.0,0.0,1.0
49.869164,6.862274,2.5482543,41.437454,0.4393067,74.3428,11.188804,15.326565,32.175056,28.63803,23.335495,37431.58,0.8635946,0.0,0.0,1.0
50.210438,5.9994283,1.4712428,42.42497,0.21398298,76.77831,3.4085553,16.040247,36.799824,24.000273,20.734543,36622.97,0.70713717,0.0,1.0,0.0
50.033504,6.2051964,1.746678,42.219944,0.2602544,76.21963,4.807027,15.968443,35.750885,25.206665,21.940363,36630.38,0.7547091,0.0,1.0,0.0
50.044044,6.3941045,1.992363,41.957676,0.31359792,75.60481,6.3245406,15.781928,34.59391,26.271643,22.512249,36804.203,0.78757805,0.0,1.0,0.0
49.0157,5.925272,0.8283752,43.06662,0.09988808,77.396675,5.1146135,16.760977,37.37792,23.145142,18.896555,38029.75,0.69373304,1.0,0.0,0.0
49.36059,6.3260503,1.9140054,42.35916,0.2817097,76.055214,6.820098,16.118402,34.671535,25.819328,21.611856,37007.848,0.8015688,0.0,0.0,1.0
49.868465,6.2197566,1.764629,42.29402,0.24755134,76.32278,4.919862,15.862905,35.975258,25.042278,22.180866,36495.84,0.76806647,0.0,1.0,0.0
48.671555,5.8804183,1.2628933,43.208263,0.15534638,77.51071,3.9048052,17.259995,36.270596,22.494423,19.93167,36322.805,0.73696434,0.0,1.0,0.0
50.220448,6.0756383,1.590484,42.225075,0.24469712,76.380325,3.9906292,15.868325,36.18572,24.625378,21.062353,36788.53,0.7227927,0.0,1.0,0.0
49.553783,6.5051064,2.1670923,42.03119,0.3329193,75.56571,8.117009,15.802444,33.92946,26.894981,22.286013,37128.285,0.8194273,0.0,0.0,1.0
49.369305,6.4683948,1.5921755,42.13423,0.24242538,75.53421,8.968817,16.192936,33.71987,26.355858,21.8273,37771.44,0.78672653,1.0,0.0,0.0
49.664093,6.0566964,1.4000511,42.416824,0.16010231,76.31536,8.300074,15.892205,36.7651,26.106325,21.043716,37863.35,0.7443817,0.0,0.0,1.0
49.22507,5.8859034,1.5535431,42.57754,0.18412627,75.395546,7.98879,15.792137,35.280186,25.62181,20.94258,37430.24,0.72482485,0.0,0.0,1.0
49.532944,6.490824,1.6712896,42.065548,0.24646114,75.494194,9.434023,16.050644,33.945816,26.685278,22.106337,37673.4,0.7937548,1.0,0.0,0.0
50.09529,6.5443263,2.1950133,41.762108,0.36187136,75.141396,7.6997485,15.5792675,33.620556,27.171082,22.88869,36979.043,0.80980366,0.0,1.0,0.0
49.487366,6.616854,2.2904272,41.868378,0.3748986,74.99102,9.945859,15.936317,32.877316,27.74695,22.447153,37323.453,0.8446311,0.0,0.0,1.0
49.940487,6.9190164,2.5756187,41.37665,0.449225,74.51804,11.869601,15.184887,31.749977,28.87833,23.566938,37536.83,0.87263346,0.0,0.0,1.0
49.313194,6.570793,2.2283094,41.72236,0.36767,74.49057,11.002417,16.021225,32.39705,28.1793,22.368837,37615.355,0.83654743,0.0,0.0,1.0
49.68378,6.250768,1.8245922,42.08339,0.2315429,75.74669,10.169297,15.614613,35.387466,27.11501,21.869547,37917.473,0.7780152,0.0,0.0,1.0
50.179535,6.247248,1.8292395,42.026108,0.2889508,75.86412,5.2686324,15.740761,35.054974,25.716349,21.809381,36870.7,0.75679123,0.0,1.0,0.0
49.728416,6.8639026,2.5586748,41.483913,0.44242936,74.24676,11.88084,15.396989,32.014053,29.079678,23.214272,37602.07,0.869028,0.0,0.0,1.0
49.680775,6.230449,1.5831848,42.022144,0.26382568,76.36772,5.5904326,15.6285515,34.396095,25.820412,21.363836,37021.58,0.7460917,0.0,1.0,0.0
49.761127,6.2688723,1.4153308,42.365704,0.18835555,75.96766,8.431507,16.104378,35.50497,26.111141,21.743416,37564.71,0.7719559,1.0,0.0,0.0
49.91961,6.9168158,2.576139,41.376545,0.4492396,74.48852,11.92585,15.203831,31.753675,28.919586,23.544167,37551.965,0.87312466,0.0,0.0,1.0
49.325962,6.534424,1.7329391,41.957428,0.2873073,75.56895,8.99249,15.910096,32.815975,27.168087,22.22116,37609.73,0.811804,1.0,0.0,0.0
49.400284,6.5607324,1.7432044,41.989292,0.28175965,75.37013,9.549821,15.967072,33.01416,27.141754,22.323423,37634.484,0.8072961,1.0,0.0,0.0
49.44366,5.984988,1.6085557,42.21145,0.19943832,75.49304,9.065676,15.618181,36.021767,25.940065,20.984709,37746.484,0.7404011,0.0,0.0,1.0
49.23075,5.9493866,1.3807902,43.20165,0.16184282,77.86396,3.2301385,16.242558,37.896606,22.875332,20.3193,36415.72,0.72558415,0.0,1.0,0.0
49.854908,6.7545257,2.2038844,41.62848,0.3398784,74.67481,12.105828,15.543869,32.916954,28.282196,23.523262,37691.207,0.84156334,0.0,0.0,1.0
49.767284,6.3055944,1.6957232,42.112976,0.21738572,75.63494,9.730852,15.762243,35.37958,27.042097,21.934568,37808.484,0.78656477,0.0,0.0,1.0
49.93098,6.093336,1.6049129,42.514656,0.21675889,76.80185,3.967089,15.991032,36.717415,24.372593,21.851812,36350.094,0.7406225,0.0,1.0,0.0
49.547096,6.0461836,1.6323034,42.225746,0.20441477,75.70182,9.191962,15.684477,36.063396,26.183739,21.211329,37891.234,0.74874663,0.0,0.0,1.0
49.935207,6.8726153,2.547823,41.40405,0.44177583,74.43268,11.224805,15.291777,32.08304,28.620089,23.4173,37413.35,0.865243,0.0,0.0,1.0
49.692642,6.8082457,2.304698,41.546295,0.3999873,75.20672,10.842922,15.235,31.865095,28.69542,23.500967,37472.305,0.86085224,0.0,0.0,1.0
49.467175,6.3812423,1.996727,42.258297,0.2950166,75.96341,7.0196147,15.9439,34.599186,26.126461,21.83737,37034.613,0.8042749,0.0,0.0,1.0
49.200253,6.163981,1.1625783,42.60039,0.15672392,76.476654,6.84412,16.45424,35.696983,24.684992,20.330338,37897.04,0.7376739,1.0,0.0,0.0
49.53175,6.7800837,2.2014213,41.602444,0.37319845,75.21974,10.994857,15.380334,32.04635,28.592937,23.389229,37506.617,0.8530039,0.0,0.0,1.0
49.722504,6.906586,2.4666138,41.513252,0.42160615,74.971375,11.951652,15.118903,31.605005,29.10788,23.804096,37584.543,0.8730225,0.0,0.0,1.0
49.748177,6.3133664,1.8993202,42.22648,0.27103314,76.1767,5.811127,15.793925,35.411243,25.617622,22.158136,36675.582,0.7833454,0.0,1.0,0.0
49.596043,6.8189816,2.2870405,41.566936,0.38951263,75.1496,11.2513275,15.288709,31.880516,28.765167,23.520052,37520.66,0.8600655,0.0,0.0,1.0
49.748863,6.0733204,1.2691178,42.557835,0.15019374,76.32782,7.7420006,16.065563,36.88351,25.815222,20.957779,37736.0,0.74709755,0.0,0.0,1.0
49.40298,6.239783,1.971563,42.15374,0.2828782,74.754166,10.42291,15.700381,33.665012,27.32334,22.036669,37704.277,0.78904617,0.0,0.0,1.0
49.79181,6.592021,2.0442436,41.669918,0.3562256,75.678604,8.532529,15.504237,32.82547,27.670334,22.705574,37147.69,0.82016695,0.0,1.0,0.0
49.313023,6.34048,1.4187589,42.31336,0.20295356,75.92305,8.10817,16.284515,34.62555,25.675974,21.20533,37808.215,0.7659498,1.0,0.0,0.0
49.449738,6.1103187,1.1234393,42.636288,0.14438584,76.60887,6.878834,16.419985,36.325077,24.899164,20.555899,37690.0,0.73896104,1.0,0.0,0.0
49.00343,6.11809,1.7310358,42.26131,0.24248731,74.84218,8.420723,16.515541,33.27823,26.247374,21.157047,37405.39,0.76938736,0.0,1.0,0.0
49.94444,6.9184017,2.5749316,41.377163,0.44916052,74.522995,11.852567,15.183784,31.750679,28.869427,23.572235,37533.03,0.8725025,0.0,0.0,1.0
49.68286,6.3424892,1.7026074,41.926216,0.28868446,76.18076,6.4531164,15.614301,33.85613,26.442823,21.742538,37044.17,0.7710151,0.0,1.0,0.0
48.840374,5.6937637,0.5275538,43.676414,0.052628826,78.62047,3.4660745,17.147161,39.557266,21.3793,17.145931,38144.68,0.6423011,1.0,0.0,0.0
49.743504,6.8802576,2.5375633,41.43056,0.4337763,74.47569,13.006745,15.197626,31.85712,29.378416,23.248005,37813.145,0.86877525,0.0,0.0,1.0
49.559715,6.1787114,1.8661203,41.98286,0.2490945,75.16386,10.377072,15.474398,35.016422,26.949245,21.713783,37800.39,0.7756861,0.0,0.0,1.0
49.61414,6.6254296,1.992255,41.648697,0.34653124,75.638016,9.035437,15.476226,32.530052,27.898249,22.648293,37301.5,0.8297503,0.0,1.0,0.0
49.221146,6.0177765,1.7252247,42.47178,0.22382984,75.12959,8.579906,16.02817,33.994488,26.377455,21.372581,37445.39,0.7521322,0.0,0.0,1.0
49.50757,6.4595523,2.1014745,42.118073,0.31976873,75.68236,7.7886505,15.886178,34.11907,26.639946,22.08909,37111.26,0.8156411,0.0,0.0,1.0
48.961674,6.170739,1.1689649,42.412098,0.19104333,76.428,5.8285546,16.398582,34.042194,24.73608,20.482841,37877.402,0.7550616,1.0,0.0,0.0
48.864082,6.0922146,1.5819255,42.540127,0.2312426,76.11313,6.4161816,17.055544,34.094963,24.375998,21.038261,36806.52,0.78445786,0.0,1.0,0.0
